Nome,Categoria,Telefone,Website,Endereço,Avaliação,Total Avaliações,Latitude,Longitude,Link do Maps
Studio Cobi - Arquitetura,,(96) 98145-1820,,"Avenida Josefina Silva da Soledade, 59 - Alvorada, Macapá - AP, 68906-680","4,8",17,0.037881,-51.0895542,"https://www.google.com/maps/place/Studio+Cobi+-+Arquitetura/@0.037881,-51.0895542,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1011354af25:0x417e92f1b49b2901!8m2!3d0.037881!4d-51.0895542!16s%2Fg%2F11dfjwrgl2?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Marlon Dias Arquitetura,,(96) 98424-1199,https://www.instagram.com/arqmarlondias?igsh=MXEzenc2bG5zdzI1bQ==,,"5,0",7,2.3593118,-52.375966,"https://www.google.com/maps/place/Marlon+Dias+Arquitetura/@2.3593118,-52.375966,7z/data=!3m1!4b1!4m6!3m5!1s0x68cb00d5d031d31b:0xff20f820fb2c337b!8m2!3d2.3593118!4d-52.375966!16s%2Fg%2F11z2_fd97j?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
ESCRITORIO DE ARQUITETURA NEUZA AMANAJAS,,(96) 99902-5439,https://instagram.com/arquiteta_neuza?igshid=NmE0MzVhZDY=,"R. Odilardo Silva, 3558 - Beirol, Macapá - AP, 68902-650","5,0",1,,,https://www.google.com/maps/place/ESCRITORIO+DE+ARQUITETURA+NEUZA+AMANAJAS/data=!4m7!3m6!1s0x8d61e10f523c6f2f:0xdc7bfbfe5061aea7!8m2!3d0.0202582!4d-51.0593882!16s%2Fg%2F11rzs0s3b1!19sChIJL288Ug_hYY0Rp65hUP77e9w?authuser=0&hl=pt-BR&rclk=1
Suzy Pantoja - Arquitetura & Interiores,,(96) 99149-4334,,"Tv. Quinze, 2332 E - Remédios, Santana - AP, 68927-051",,,-0.0493338,-51.1585158,"https://www.google.com/maps/place/Suzy+Pantoja+-+Arquitetura+%26+Interiores/@-0.0493338,-51.1585158,17z/data=!3m1!4b1!4m6!3m5!1s0xa1d0edbf9c66ad57:0xf079b3e43991d1c7!8m2!3d-0.0493338!4d-51.1585158!16s%2Fg%2F11t_m99jr2?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Paloma Pantoja - Arquitetura e Interiores em Macapá,,,https://palomarquitetando.com.br/,"Avenida Jardim - Marabaixo, Macapá - AP, 68906-508","5,0",5,0.0473007,-51.1273804,"https://www.google.com/maps/place/Paloma+Pantoja+-+Arquitetura+e+Interiores+em+Macap%C3%A1/@0.0473007,-51.1273804,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e35a152c11e9:0x431e7e4a2da26760!8m2!3d0.0473007!4d-51.1273804!16s%2Fg%2F11rh0990fp?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Ato Arquitetura,,(96) 98104-4876,https://www.atoarquitetura.com.br/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16167889735314778276,"R. Paraná, 985 -Altos - Sala C - Santa Rita, Macapá - AP, 68901-260","5,0",5,,,https://www.google.com/maps/place/Ato+Arquitetura/data=!4m7!3m6!1s0x8d61e30f2705fb33:0x4ff04cc12789ec6a!8m2!3d0.0370948!4d-51.0764874!16s%2Fg%2F11yg3w5h19!19sChIJM_sFJw_jYY0RauyJJ8FM8E8?authuser=0&hl=pt-BR&rclk=1
A J Arquitetura e Construção,,(96) 99116-3287,,"Av. Padre Júlio Maria Lombaerd, 63 - Central, Macapá - AP, 68900-016","5,0",1,0.0340026,-51.0496143,"https://www.google.com/maps/place/A+J+Arquitetura+e+Constru%C3%A7%C3%A3o/@0.0340026,-51.0496143,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e156713993d7:0x428aa73a9b6f5287!8m2!3d0.0340026!4d-51.0496143!16s%2Fg%2F11w3txk2kb?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
TALP Arquitetura,,(96) 99126-4568,http://facebook.com/talp.arquitetura,"Av. Pedro Lazarino, 497 - Beirol, Macapá - AP, 68902-080","5,0",2,,,https://www.google.com/maps/place/TALP+Arquitetura/data=!4m7!3m6!1s0x8d61e1b02bfb5c2d:0x3aa7b4ce2add0170!8m2!3d0.0213129!4d-51.0619632!16s%2Fg%2F11f01v33x4!19sChIJLVz7K7DhYY0RcAHdKs60pzo?authuser=0&hl=pt-BR&rclk=1
Arquiteto Marinelson Barbosa,,,,"Tv. Quarenta e Sete, 2 - Provedor, Santana - AP, 68927-200",,,-0.046513,-51.1589227,"https://www.google.com/maps/place/Arquiteto+Marinelson+Barbosa/@-0.046513,-51.1589227,17z/data=!3m1!4b1!4m6!3m5!1s0x929e1d341d18d9bd:0x5f491d4e2f42250a!8m2!3d-0.046513!4d-51.1589227!16s%2Fg%2F11vkf7j2yw?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Arquiteto Ravel Yuri,,(96) 98131-3731,,"Rodovia Salvador Diniz - 2507 Provedor 2, Santana - AP, 68926-214",,,-0.0491345,-51.1568084,"https://www.google.com/maps/place/Arquiteto+Ravel+Yuri/@-0.0491345,-51.1568084,17z/data=!3m1!4b1!4m6!3m5!1s0x929e1d344cfb4587:0x80ef5515a43ee582!8m2!3d-0.0491345!4d-51.1568084!16s%2Fg%2F11jdbbrvgz?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
NR Arquitetura,,(96) 98102-4338,http://nrarq.com/,"R. José Serafim, 691 - Laguinho, Macapá - AP, 68908-150",,,,,https://www.google.com/maps/place/NR+Arquitetura/data=!4m7!3m6!1s0x8d61e19eb62c42ef:0xed61cd96e50d94ca!8m2!3d0.0468247!4d-51.0522936!16s%2Fg%2F11p012ghgh!19sChIJ70Istp7hYY0RypQN5ZbNYe0?authuser=0&hl=pt-BR&rclk=1
Arte Final - Arquitetura,,(96) 98111-0370,http://www.facebook.com/artefinal.arquitetura,"R. Eliezer Levy, 2652 - Trem, Macapá - AP, 68908-183","5,0",5,,,https://www.google.com/maps/place/Arte+Final+-+Arquitetura/data=!4m7!3m6!1s0x8d61e1aa5e51bd75:0x8de187c083d86877!8m2!3d0.027836!4d-51.057074!16s%2Fg%2F1tg_y3sk!19sChIJdb1RXqrhYY0Rd2jYg8CH4Y0?authuser=0&hl=pt-BR&rclk=1
Derkian Diezo - Arquiteto e Urbanista,,(96) 99105-9898,,"Rua Claudomiro de Moraes, 400 - Buritizal, Macapá - AP, 68904-001","5,0",3,0.0254601,-51.0770857,"https://www.google.com/maps/place/Derkian+Diezo+-+Arquiteto+e+Urbanista/@0.0254601,-51.0770857,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e19f3ee32537:0x2d329b2a04a1e59d!8m2!3d0.0254601!4d-51.0770857!16s%2Fg%2F11ldc_0fzp?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Conceito N Arquitetura e Interiores,,(96) 99150-6280,https://www.instagram.com/conceitonarq,"R. Leopoldo Machado, 2183 - Sala 01 - Centro, Macapá - AP, 68900-067","5,0",1,,,https://www.google.com/maps/place/Conceito+N+Arquitetura+e+Interiores/data=!4m7!3m6!1s0x8d61e14dbadfc799:0x60a802db46eabb1d!8m2!3d0.0326944!4d-51.0623056!16s%2Fg%2F11jggslz0_!19sChIJmcffuk3hYY0RHbvqRtsCqGA?authuser=0&hl=pt-BR&rclk=1
IS Arquitetura,,,,"Av. Almirante Barroso, 219 - Central, Macapá - AP, 68900-041","4,5",2,0.0363829,-51.0591548,"https://www.google.com/maps/place/IS+Arquitetura/@0.0363829,-51.0591548,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e11caa508713:0x10884bdf622084c9!8m2!3d0.0363829!4d-51.0591548!16s%2Fg%2F11gd4jcgwx?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Eficon Arquitetura e Construções,,(96) 99155-0129,,"Av. Pedro Baião, 1177 A - Central, Macapá - AP, 68900-116","3,8",4,0.0299301,-51.0642317,"https://www.google.com/maps/place/Eficon+Arquitetura+e+Constru%C3%A7%C3%B5es/@0.0299301,-51.0642317,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e107de070ff9:0xc62e7bf80e2577!8m2!3d0.0299301!4d-51.0642317!16s%2Fg%2F11bwkj5vl3?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
ArtCAD Arquitetura,,,,"Av. Rio Grande do Norte, 786 - Pacoval, Macapá - AP, 68908-270","5,0",2,0.0561867,-51.0572211,"https://www.google.com/maps/place/ArtCAD+Arquitetura/@0.0561867,-51.0572211,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e12b06462d67:0xca11dcb068dacd6!8m2!3d0.0561867!4d-51.0572211!16s%2Fg%2F11bx56480s?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Canto Arquitetura,,(96) 98112-5350,,"Av. Gen. Gurjão, 434 - Central, Macapá - AP, 68900-050","5,0",2,0.0363427,-51.0546295,"https://www.google.com/maps/place/Canto+Arquitetura/@0.0363427,-51.0546295,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e125664d3271:0x5e0fd4cc45c67079!8m2!3d0.0363427!4d-51.0546295!16s%2Fg%2F11nmrr8xrc?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
We Projet - Arquitetura e Planejamento,,(96) 98413-7277,https://www.weprojet.com/,,"4,9",52,0.0929755,-51.096944,"https://www.google.com/maps/place/We+Projet+-+Arquitetura+e+Planejamento/@0.0929755,-51.096944,11z/data=!3m1!4b1!4m6!3m5!1s0x526162049a79ed7:0xbf9e3f94dfbd32a2!8m2!3d0.0929754!4d-51.096944!16s%2Fg%2F11y1htx61h?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Arquiteta Ana Kelly | Arquitetura e Interiores,,(96) 99106-7174,,"Avenida Duque de Caxias, 931, Central, Macapá AP, 68900-071 - Centro, Macapá - AP, 68909-094","5,0",4,0.0391443,-51.0646347,"https://www.google.com/maps/place/Arquiteta+Ana+Kelly+%7C+Arquitetura+e+Interiores/@0.0391443,-51.0646347,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e76edc1e9a13:0x1207729a44afea55!8m2!3d0.0391443!4d-51.0646347!16s%2Fg%2F11t_j102vf?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Vinicius Siqueira Arquitetura,,(96) 99206-3977,http://instagram.com/vs.arquit,"Av. dos Guaranís - Beirol, Macapá - AP, 68902-160","5,0",7,,,https://www.google.com/maps/place/Vinicius+Siqueira+Arquitetura/data=!4m7!3m6!1s0x8d61e156e022030f:0xab2ebc000dbac192!8m2!3d0.0157434!4d-51.0663729!16s%2Fg%2F11t0nf6lqz!19sChIJDwMi4FbhYY0RksG6DQC8Lqs?authuser=0&hl=pt-BR&rclk=1
Equitum Arquitetos e Urbanistas,,(96) 98134-4109,,"Av. Coaraci Nunes, 348 - Central, Macapá - AP, 68900-010","4,0",1,0.0326089,-51.054098,"https://www.google.com/maps/place/Equitum+Arquitetos+e+Urbanistas/@0.0326089,-51.054098,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1fefbc30dab:0x51652d73014d1251!8m2!3d0.0326089!4d-51.054098!16s%2Fg%2F11h00fbgpj?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
CAU/AP CONSELHO DE ARQUITETURA E URBANISMO-AP,,(96) 93500-2001,http://www.cauap.gov.br/,"Av. dos Caramuru, 356 - Beirol, Macapá - AP, 68902-100","4,6",43,,,https://www.google.com/maps/place/CAU%2FAP+CONSELHO+DE+ARQUITETURA+E+URBANISMO-AP/data=!4m7!3m6!1s0x8d61e1b059192051:0xed38a0fb4b6ffd7!8m2!3d0.0201953!4d-51.0626514!16s%2Fg%2F11c1nzlxkw!19sChIJUSAZWbDhYY0R1_-2tA-K0w4?authuser=0&hl=pt-BR&rclk=1
Estúdio Morada.Lab + Partners | Design e Construção,,(96) 98121-7007,http://www.facebook.com/estudiomoradalab,"R. Rio Pedreira, 11B - Trem, Macapá - AP, 68901-021","5,0",10,,,https://www.google.com/maps/place/Estu%CC%81dio+Morada.Lab+%2B+Partners+%7C+Design+e+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x8d61e110c58ad0c3:0xf4bf25041ab45dd4!8m2!3d0.0279621!4d-51.0545771!16s%2Fg%2F11gdtv_dh0!19sChIJw9CKxRDhYY0R1F20GgQlv_Q?authuser=0&hl=pt-BR&rclk=1
CEAAP - Clube De Engenharia e Arquitetura Do Amapá,,,,"R. do Araxá, 321 - Araxá, Macapá - AP, 68903-865","4,4",29,0.0076387,-51.0601387,"https://www.google.com/maps/place/CEAAP+-+Clube+De+Engenharia+e+Arquitetura+Do+Amap%C3%A1/@0.0076387,-51.0601387,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1ce1ad733c3:0xac68542dd586fd6f!8m2!3d0.0076387!4d-51.0601387!16s%2Fg%2F11d_8t9_vf?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Bravo Arquitetura e Construções,,(96) 98114-1808,,"Av. Duque de Caxias, 1129 - 1006 - Central, Macapá - AP, 68900-075","5,0",1,0.0394401,-51.0663108,"https://www.google.com/maps/place/Bravo+Arquitetura+e+Constru%C3%A7%C3%B5es/@0.0394401,-51.0663108,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1fc7a2bdddb:0xa558818921a8ed91!8m2!3d0.0394401!4d-51.0663108!16s%2Fg%2F11g22_k2x4?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Casa Lua - Arquitetura e Planejados,,(96) 99118-3218,,"R. Leopoldo Machado, 1677 - Central, Macapá - AP, 68900-000","5,0",1,0.0373555,-51.0620131,"https://www.google.com/maps/place/Casa+Lua+-+Arquitetura+e+Planejados/@0.0373555,-51.0620131,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1005befffdf:0x40b5cf0cbecf9660!8m2!3d0.0373555!4d-51.0620131!16s%2Fg%2F11xlptbl_9?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
ARQPLAN PROJETOS E SERVIÇOS,,(96) 99113-2413,http://instagram.com/arqplanprojetos,"Av. Primeiro de Maio, 1366 - Buritizal, Macapá - AP, 68902-891","4,9",22,,,https://www.google.com/maps/place/ARQPLAN+PROJETOS+E+SERVI%C3%87OS/data=!4m7!3m6!1s0x8d61e10068c157f3:0x435804d3f34f8b9!8m2!3d0.0251822!4d-51.0686351!16s%2Fg%2F1thp90j5!19sChIJ81fBaADhYY0Rufg0P02ANQQ?authuser=0&hl=pt-BR&rclk=1
AP Lemos - Projetos e Arquitetura,,(96) 99158-3868,,"Av. Mal. Eduardo Gomes - Infraero I, Macapá - AP, 68908-883","5,0",3,0.0705544,-51.0651591,"https://www.google.com/maps/place/AP+Lemos+-+Projetos+e+Arquitetura/@0.0705544,-51.0651591,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e76feda407dd:0x65ee81b3f273320a!8m2!3d0.0705544!4d-51.0651591!16s%2Fg%2F11t4g1rbx1?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
ELEVAR ARQUITETURA,,(96) 99107-7494,,"Acelino de Leão, 1869 - sala 01 - Santa Rita, Macapá - AP, 68901-315",,,0.0266102,-51.0729451,"https://www.google.com/maps/place/ELEVAR+ARQUITETURA/@0.0266102,-51.0729451,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1aa8493a71d:0x132786dff7efa008!8m2!3d0.0266102!4d-51.0729451!16s%2Fg%2F11yf3wwb7x?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
You Creator,,(96) 98118-2303,http://youcreator.com.br/,"Av. dos Caramuru, 1293 A - Buritizal, Macapá - AP, 68902-863","5,0",2,,,https://www.google.com/maps/place/You+Creator/data=!4m7!3m6!1s0x8d61e1bc8cc95555:0x53aba239f928c5c4!8m2!3d0.0202544!4d-51.0710122!16s%2Fg%2F11v6zjhn1x!19sChIJVVXJjLzhYY0RxMUo-Tmiq1M?authuser=0&hl=pt-BR&rclk=1
EXAH Arquitetura e Engenharia,,,,"Av. Almirante Barroso - Santa Rita, Macapá - AP, 68901-336","5,0",1,0.0376302,-51.0773384,"https://www.google.com/maps/place/EXAH+Arquitetura+e+Engenharia/@0.0376302,-51.0773384,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e15095b1113b:0x5f462d4cd705c028!8m2!3d0.0376302!4d-51.0773384!16s%2Fg%2F11txg90h7y?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
César Couto Aquitetura,,(96) 98100-0415,http://www.cesarcouto.arq.br/,"Av. Primeiro de Maio, 1511 - Buritizal, Macapá - AP, 68902-891",,,,,https://www.google.com/maps/place/C%C3%A9sar+Couto+Aquitetura/data=!4m7!3m6!1s0x8d61e1d3e48f76a9:0x6dd1dabf682a0b2a!8m2!3d0.0249366!4d-51.0698914!16s%2Fg%2F11rt81g3q2!19sChIJqXaP5NPhYY0RKgsqaL_a0W0?authuser=0&hl=pt-BR&rclk=1
T & T PROJETOS E ORÇAMENTOS,,(96) 99163-6545,,"PRÓXIMO TERMINAL DE ONIBUS - Tv. Manoel Pereira da Rocha, 1418 - Nova Brasília, Santana - AP, 68927-257","4,9",8,-0.0408068,-51.164719,"https://www.google.com/maps/place/T+%26+T+PROJETOS+E+OR%C3%87AMENTOS/@-0.0408068,-51.164719,17z/data=!3m1!4b1!4m6!3m5!1s0x929e1d540bcf1999:0xe4771a2dfbf075a0!8m2!3d-0.0408068!4d-51.164719!16s%2Fg%2F11fq4y7qzr?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Domus Arquitetura e Imobiliaria,,,,"Av. Raimundo Álvares da Costa, 329 - Centro, Macapá - AP, 68900-000","5,0",2,0.0417945,-51.0533042,"https://www.google.com/maps/place/Domus+Arquitetura+e+Imobiliaria/@0.0417945,-51.0533042,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1155ccd1df1:0xa090081d91555d9!8m2!3d0.0417945!4d-51.0533042!16s%2Fg%2F1ydkd2hfm?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Projete-se Arquitetura,,(96) 98414-2850,https://www.instagram.com/projetese.arq/,"Av. Pedro Baião, 841 - Central, Macapá - AP, 68900-116","5,0",1,,,https://www.google.com/maps/place/Projete-se+Arquitetura/data=!4m7!3m6!1s0x8d61e13c309ed72b:0x962aef1013b341d4!8m2!3d0.0297736!4d-51.0612227!16s%2Fg%2F11hzn38_v0!19sChIJK9eeMDzhYY0R1EGzExDvKpY?authuser=0&hl=pt-BR&rclk=1
PRIME - Arquitetura & Construções,,(96) 98141-5918,,"Av. Henrique Galucio, 2059 - Central, Macapá - AP, 68900-115","3,3",3,0.0317437,-51.0688535,"https://www.google.com/maps/place/PRIME+-+Arquitetura+%26+Constru%C3%A7%C3%B5es/@0.0317437,-51.0688535,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e129c9cf17a9:0x41ed3c28acd1d65a!8m2!3d0.0317437!4d-51.0688535!16s%2Fg%2F11gtf3slrc?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
AG ARQUITETURA E CONSTRUÇÃO,,(96) 98142-1189,,"Av. Diógenes Silva, n° 100 - Trem, Macapá - AP, 68900-310",,,0.0251556,-51.0568606,"https://www.google.com/maps/place/AG+ARQUITETURA+E+CONSTRU%C3%87%C3%83O/@0.0251556,-51.0568606,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e14f71adaccd:0x8ccba1b75e235f1b!8m2!3d0.0251556!4d-51.0568606!16s%2Fg%2F11w_c3l8qs?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
W&A Arquitetura,,(96) 98117-7054,,"Av. 18 de Julho - Macapá, AP, 68904-620",,,0.013533,-51.0767958,"https://www.google.com/maps/place/W%26A+Arquitetura/@0.013533,-51.0767958,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1707b444637:0xa998116bad056533!8m2!3d0.013533!4d-51.0767958!16s%2Fg%2F11y98w0dgg?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
