Nome,Categoria,Telefone,Website,Endereço,Avaliação,Total Avaliações,Latitude,Longitude,Link do Maps
Clínica Vitare,,(96) 99108-4545,http://clinicavitare.com.br/,"CLINICA - Av. Almirante Barroso, 2045 - Santa Rita, Macapá - AP, 68901-336","4,1",53,,,https://www.google.com/maps/place/Cl%C3%ADnica+Vitare/data=!4m7!3m6!1s0x8d61e16d30f4bf93:0x5d3999eca38ebdc3!8m2!3d0.0374463!4d-51.075499!16s%2Fg%2F11cm27zh11!19sChIJk7_0MG3hYY0Rw72Oo-yZOV0?authuser=0&hl=pt-BR&rclk=1
Consultório Dr. Tarso Brito (Consultório de Cardiologia Dr. Cabral),,(96) 3225-5144,,"R. Hildemar Maia - Santa Rita, Macapá - AP, 68908-119","1,5",8,0.043086,-51.0699228,"https://www.google.com/maps/place/Consult%C3%B3rio+Dr.+Tarso+Brito+(Consult%C3%B3rio+de+Cardiologia+Dr.+Cabral)/@0.043086,-51.0699228,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e11784841de7:0x5b7859598c50fb0c!8m2!3d0.043086!4d-51.0699228!16s%2Fg%2F11pctgfp3s?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Hospital São Camilo e São Luís,,(96) 3312-2400,http://www.saocamilomacapa.org.br/,"Rua Dr. Marcelo Cândia, 472 - Santa Rita, Macapá - AP, 68901-341","2,5",36,,,https://www.google.com/maps/place/Hospital+S%C3%A3o+Camilo+e+S%C3%A3o+Lu%C3%ADs/data=!4m7!3m6!1s0x8d61e16d2c3b75cd:0x2bb669b4e9e35a2d!8m2!3d0.0387189!4d-51.0749079!16s%2Fg%2F1yfj67322!19sChIJzXU7LG3hYY0RLVrj6bRptis?authuser=0&hl=pt-BR&rclk=1
Clínica Promed | Exames e Consultas Médicas,,(96) 3223-1477,https://www.clinicapromed.com/,"Av. Fab, 1907 - Central, Macapá - AP, 68900-073","3,6",204,,,https://www.google.com/maps/place/Cl%C3%ADnica+Promed+%7C+Exames+e+Consultas+M%C3%A9dicas/data=!4m7!3m6!1s0x8d61e117035f37fb:0x8c38902d212c80d9!8m2!3d0.041131!4d-51.0668728!16s%2Fg%2F11bbrh19g3!19sChIJ-zdfAxfhYY0R2YAsIS2QOIw?authuser=0&hl=pt-BR&rclk=1
Incor - Instituto do Coração Simone Teran,,(96) 3223-5056,,"R. Paraná, 617 - Santa Rita, Macapá - AP, 68901-260","4,1",17,0.0400715,-51.0762128,"https://www.google.com/maps/place/Incor+-+Instituto+do+Cora%C3%A7%C3%A3o+Simone+Teran/@0.0400715,-51.0762128,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e16ca1705eef:0x3b121ed7a22493ee!8m2!3d0.0400715!4d-51.0762128!16s%2Fg%2F1tdqcmdm?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Neurocor,,(96) 3222-3132,https://neurocorap.com.br/,"Acelino de Leão, 926 - AP (Sala 3 - Trem, Macapá - AP, 68901-092","4,7",450,,,https://www.google.com/maps/place/Neurocor/data=!4m7!3m6!1s0x8d61e1843c00dc69:0x1e41e514be12c62e!8m2!3d0.026458!4d-51.0643945!16s%2Fg%2F11hz9r46d6!19sChIJadwAPIThYY0RLsYSvhTlQR4?authuser=0&hl=pt-BR&rclk=1
Hospital Escola São Camilo e São Luis,,(96) 3312-2400,https://saocamilomacapa.org.br/,"Rua Dr. Marcelo Cândia, 742 - Santa Rita, Macapá - AP, 68901-901","3,4",56,,,https://www.google.com/maps/place/Hospital+Escola+S%C3%A3o+Camilo+e+S%C3%A3o+Luis/data=!4m7!3m6!1s0x8d61e16d2d006b45:0xe496396b6500b4da!8m2!3d0.0387189!4d-51.0749079!16s%2Fg%2F1yfjgj51d!19sChIJRWsALW3hYY0R2rQAZWs5luQ?authuser=0&hl=pt-BR&rclk=1
CCDI - Centro de Cardiologia e Diagnóstico por Imagem,,(96) 3224-3586,http://www.unimedfama.com.br/,"R. Rio Xingu, n°7 - Perpétuo Socorro, Macapá - AP, 68905-560","1,9",21,,,https://www.google.com/maps/place/CCDI+-+Centro+de+Cardiologia+e+Diagn%C3%B3stico+por+Imagem/data=!4m7!3m6!1s0x8d61e113e4103fa3:0x6a877154ec709ac8!8m2!3d0.0449093!4d-51.0501976!16s%2Fg%2F11htqwmqmw!19sChIJoz8Q5BPhYY0RyJpw7FRxh2o?authuser=0&hl=pt-BR&rclk=1
Saúde Center,,(96) 98140-3042,,"Av. Fab, 1740 - Central, Macapá - AP, 68900-073","4,6",640,0.0414602,-51.065423,"https://www.google.com/maps/place/Sa%C3%BAde+Center/@0.0414602,-51.065423,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1176f9e4e0f:0x327982383b82b6b5!8m2!3d0.0414602!4d-51.065423!16s%2Fg%2F1tj4cjcw?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
VDS LABORATÓRIO E CLÍNICA,,(96) 98436-6759,https://wa.link/l8bnvi,"Avenida 24 de Julho, conj. Laurindo Banha, 981 - B - Novo Buritizal, Macapá - AP, 68904-650","5,0",83,,,https://www.google.com/maps/place/VDS+LABORAT%C3%93RIO+E+CL%C3%8DNICA/data=!4m7!3m6!1s0x8d61e177e48fe01f:0x6686beb6674d9831!8m2!3d0.0141318!4d-51.0809651!16s%2Fg%2F11p5hyn619!19sChIJH-CP5HfhYY0RMZhNZ7a-hmY?authuser=0&hl=pt-BR&rclk=1
Plano de Saúde São Camilo - Macapá,,(96) 3242-9791,http://planosaocamilo.com.br/,"Rua Dr. Marcelo Cândia, 742 - Santa Rita, Macapá - AP, 68901-341","1,9",94,,,https://www.google.com/maps/place/Plano+de+Sa%C3%BAde+S%C3%A3o+Camilo+-+Macap%C3%A1/data=!4m7!3m6!1s0x8d61e112d3c865f7:0xcb2689ddf46afcce!8m2!3d0.0384819!4d-51.0745645!16s%2Fg%2F11bwd6_dvl!19sChIJ92XI0xLhYY0Rzvxq9N2JJss?authuser=0&hl=pt-BR&rclk=1
Hospital de Clínicas Doutor Alberto Lima,,(96) 3131-2439,,"Av. Fab, 70 - CENTRO, Macapá - AP, 68900-073","2,9",76,0.0401195,-51.0586932,"https://www.google.com/maps/place/Hospital+de+Cl%C3%ADnicas+Doutor+Alberto+Lima/@0.0401195,-51.0586932,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1142c10ea69:0x419fecc50675a53c!8m2!3d0.0401195!4d-51.0586932!16s%2Fg%2F120trykn?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Hospital de Emergência Oswaldo Cruz,,(96) 3212-6180,http://heamapa.org.br/,"R. Hamilton Silva, 139 - Central, Macapá - AP, 68902-010","2,6",97,,,https://www.google.com/maps/place/Hospital+de+Emerg%C3%AAncia+Oswaldo+Cruz/data=!4m7!3m6!1s0x8d61e1256a06b7c1:0x594f1428e6bd4d46!8m2!3d0.0346772!4d-51.0647131!16s%2Fg%2F11k54922j8!19sChIJwbcGaiXhYY0RRk295igUT1k?authuser=0&hl=pt-BR&rclk=1
Clinicas Integradas Secco Jung,,(96) 3344-8000,http://www.seccojung.com.br/,"Av. Almirante Barroso, 1890 - Bairro: - Santa Rita, Macapá - AP, 68901-336","3,2",83,,,https://www.google.com/maps/place/Clinicas+Integradas+Secco+Jung/data=!4m7!3m6!1s0x8d61e112d05bec6d:0xd0332d2699f0ffd5!8m2!3d0.0377435!4d-51.0740917!16s%2Fg%2F11cn6r4ctb!19sChIJbexb0BLhYY0R1f_wmSYtM9A?authuser=0&hl=pt-BR&rclk=1
Clínica JC Castro,,(96) 3222-2236,,"R. Hildemar Maia, 583 - Santa Rita, Macapá - AP, 68908-753","3,0",8,0.0430476,-51.0698916,"https://www.google.com/maps/place/Cl%C3%ADnica+JC+Castro/@0.0430476,-51.0698916,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e13e0b2a5ee7:0x3bb088405c806b5!8m2!3d0.0430476!4d-51.0698916!16s%2Fg%2F1tfvj7jb?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Corpus Medicina Diagnóstica,,(96) 99166-0373,,"Av. Fab, 1784 - Central, Macapá - AP, 68900-073","4,2",173,0.0413897,-51.0658189,"https://www.google.com/maps/place/Corpus+Medicina+Diagn%C3%B3stica/@0.0413897,-51.0658189,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1170b4a4c71:0xc733cbd8d995b67e!8m2!3d0.0413897!4d-51.0658189!16s%2Fg%2F1tn06vgv?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
CMDR - Centro Médico Daniela Raulino,,(96) 99106-2008,,"Av. Almirante Barroso, 2103 - Santa Rita, Macapá - AP, 68901-336","4,2",10,0.0375175,-51.0760496,"https://www.google.com/maps/place/CMDR+-+Centro+M%C3%A9dico+Daniela+Raulino/@0.0375175,-51.0760496,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e18121ab0e21:0x10f4c2dd1c3ffbb0!8m2!3d0.0375175!4d-51.0760496!16s%2Fg%2F11smqpxn1y?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
IOM - Instituto de Oncologia de Macapá,,(96) 3261-1560,http://www.iom.med.br/,"Av. Ana Nery, 890 - Julião Ramos, Macapá - AP, 68908-153","4,4",68,,,https://www.google.com/maps/place/IOM+-+Instituto+de+Oncologia+de+Macap%C3%A1/data=!4m7!3m6!1s0x8d61e12642be1947:0x64030f28a62a68da!8m2!3d0.0495012!4d-51.0578621!16s%2Fg%2F1ptwzlnk0!19sChIJRxm-QibhYY0R2mgqpigPA2Q?authuser=0&hl=pt-BR&rclk=1
Life - Medicina E Odontologia,,(96) 99198-6801,,"R. Hildemar Maia, 1120 - Santa Rita, Macapá - AP, 68901-271","4,5",20,0.0376836,-51.0705099,"https://www.google.com/maps/place/Life+-+Medicina+E+Odontologia/@0.0376836,-51.0705099,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e112300fac4b:0xb2bba52489ff7ba!8m2!3d0.0376836!4d-51.0705099!16s%2Fg%2F11c5gcl85j?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
CP Saúde,,(96) 99152-6779,https://www.consultoriodopovo.com.br/,"Av. Raimundo Álvares da Costa, 357 - Julião Ramos, Macapá - AP, 68900-074","3,7",139,,,https://www.google.com/maps/place/CP+Sa%C3%BAde/data=!4m7!3m6!1s0x8d61e0e043ab0fa5:0xa4fb8d3fcedd999c!8m2!3d0.0417606!4d-51.0535592!16s%2Fg%2F11gm810b63!19sChIJpQ-rQ-DgYY0RnJndzj-N-6Q?authuser=0&hl=pt-BR&rclk=1
Vinicius Reis,,(96) 98148-1816,http://drviniciusreis.com.br/,"Av. Fab, 2557 - Santa Rita, Macapá - AP, 68901-259","4,4",16,,,https://www.google.com/maps/place/Vinicius+Reis/data=!4m7!3m6!1s0x8d61e114fbe95555:0xa5a79d3d173ca2c!8m2!3d0.0414742!4d-51.0727253!16s%2Fg%2F11l663dzwr!19sChIJVVXp-xThYY0RLMpz0dN5Wgo?authuser=0&hl=pt-BR&rclk=1
CLÍNICA ENG.MED.,,(96) 99113-1027,http://www.clinicaengmed.com.br/,"Av. Fab, 2309 - Santa Rita, Macapá - AP, 68901-259","3,8",35,,,https://www.google.com/maps/place/CL%C3%8DNICA+ENG.MED./data=!4m7!3m6!1s0x8d61e11430fade1d:0xb62be394a6aa729b!8m2!3d0.04138!4d-51.0705789!16s%2Fg%2F11byv29gnc!19sChIJHd76MBThYY0Rm3KqppTjK7Y?authuser=0&hl=pt-BR&rclk=1
DR. PAULO SERRUYA- ANGIOLOGISTA E CIRURGIÃO VASCULAR,,(96) 99184-3739,,"Av. Euclides da Cunha, 573 - Central, Macapá - AP, 68900-072","5,0",2,0.0406221,-51.0712569,"https://www.google.com/maps/place/DR.+PAULO+SERRUYA-+ANGIOLOGISTA+E+CIRURGI%C3%83O+VASCULAR/@0.0406221,-51.0712569,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1d043e488ab:0xfd4e6ea18054f8f4!8m2!3d0.0406221!4d-51.0712569!16s%2Fg%2F11j53f_xpc?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Clínica Cardiologica do Amapa,,,,"R. Paraná, 617 - Central, Macapá - AP, 68900-000",,,0.0389467,-51.077094,"https://www.google.com/maps/place/Cl%C3%ADnica+Cardiologica+do+Amapa/@0.0389467,-51.077094,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e16cf31b9421:0xd84b9f4a76de561!8m2!3d0.0389467!4d-51.077094!16s%2Fg%2F1ydkd2k98?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Coração forte,,(96) 99160-4656,,"Av. Raimundo Álvares da Costa, 2998 - Central, Macapá - AP, 68900-074",,,0.0433737,-51.0704102,"https://www.google.com/maps/place/Cora%C3%A7%C3%A3o+forte/@0.0433737,-51.0704102,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1673362031f:0x2502067eb434a8e7!8m2!3d0.0433737!4d-51.0704102!16s%2Fg%2F11flplp9fd?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
