Nome,Categoria,Telefone,Website,Endereço,Avaliação,Total Avaliações,Latitude,Longitude,Link do Maps
"Bossa Ateliê | cachos, ondulados e crespos",,(11) 97057-1500,https://bossatelie.com/,"R. Oscar Freire, 677 - Jardins, São Paulo - SP, 01426-003","4,8",486,,,"https://www.google.com/maps/place/Bossa+Ateli%C3%AA+%7C+cachos,+ondulados+e+crespos/data=!4m7!3m6!1s0x94ce599fee8870a5:0xbe5ed2af2a808c72!8m2!3d-23.564573!4d-46.667598!16s%2Fg%2F11td0fl4j1!19sChIJpXCI7p9ZzpQRcoyAKq_SXr4?authuser=0&hl=pt-BR&rclk=1"
